"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"BTG2",0.0328063959380302,-0.329313584646438,0.348,0.331,1
"ADAM28",0.0339796409502508,-0.273592781408514,0.215,0.175,1
"CAST",0.0342638077365091,-0.285067929944565,0.532,0.487,1
"JAK1",0.0396640040117455,-0.391307126523999,0.576,0.506,1
"SMCHD1",0.0413300078391521,-0.291010656101453,0.582,0.48,1
"SMAP2",0.0441731702346235,-0.34950789162181,0.536,0.441,1
"THRAP3",0.0494303512568528,-0.254522553384652,0.76,0.606,1
"CD69",0.0630768784542985,-0.452617251616133,0.299,0.287,1
"TRBC2",0.0656167399929205,-0.516255791013571,0.33,0.267,1
"CHCHD10",0.0707130977112017,-0.395575843962593,0.662,0.565,1
"FAM65B",0.0736144496828698,-0.464423053738093,0.489,0.436,1
"TCEA1",0.0820623061418889,-0.268522560950552,0.734,0.586,1
"SF1",0.0872183970032447,-0.418991291086788,0.907,0.768,1
"PRDX2",0.0927566556977111,-0.360439705360249,0.828,0.697,1
"TGFB1",0.0947579371904666,-0.255633971546829,0.554,0.497,1
"S100A8",0.110303237356429,0.575578274983804,0.291,0.275,1
"TNFAIP8",0.114239760153825,-0.334737239861473,0.554,0.487,1
"SWAP70",0.121416797318617,-0.308845994452508,0.291,0.248,1
"YPEL3",0.122928711081318,-0.282219783425891,0.612,0.509,1
"ABHD17A",0.13100278719964,-0.253943777846877,0.59,0.482,1
"KIAA1551",0.140091881006977,-0.286216456994258,0.319,0.31,1
"HLA-DMB",0.14772306665023,-0.254117334664932,0.249,0.245,1
"REL",0.150847375894912,-0.280954852562773,0.564,0.473,1
"AHNAK",0.153581968922785,-0.396734066400814,0.433,0.393,1
"TBC1D10C",0.156439332646101,-0.45337839293004,0.414,0.372,1
"ZCCHC7",0.179826802112862,-0.298893457711474,0.349,0.328,1
"DDX24",0.185202887601578,-0.347892337384377,0.755,0.63,1
"UCP2",0.187826117849044,-0.288046520760933,0.706,0.572,1
"HVCN1",0.19736557178831,-0.342481736509061,0.214,0.205,1
"CXXC5",0.254537592728153,-0.325787519016558,0.621,0.508,1
"BLVRB",0.347827593563363,-0.362339216038609,0.745,0.615,1
"CD74",0.354614758251828,-0.485876340676533,0.77,0.656,1
"SEPT1",0.36321223089171,-0.256950296064433,0.233,0.205,1
"RHOH",0.367727092294946,-0.319611689694777,0.35,0.305,1
"MARCH9",0.401107785379749,-0.275619084744385,0.226,0.217,1
"ATM",0.42726026857887,-0.37509897772863,0.387,0.334,1
"FAM107B",0.43100697686741,-0.306420816128898,0.317,0.288,1
"POU2F2",0.505274244595366,-0.393384273230741,0.4,0.355,1
"GCC2",0.535623224396113,-0.34577906927596,0.487,0.417,1
"KRT10",0.553928557878977,-0.291453510520755,0.747,0.612,1
"TNFRSF14",0.574905376584146,-0.259818877036378,0.308,0.278,1
"USP15",0.650044839364157,-0.283913194019814,0.688,0.558,1
"METTL8",0.678176517741717,-0.302960689113314,0.238,0.225,1
"NOSIP",0.701933538165667,-0.421468105743107,0.636,0.52,1
"ANAPC16",0.729055925700921,-0.316837421598843,0.783,0.644,1
"MPC2",0.822124453308283,-0.291692858162002,0.731,0.576,1
"HLA-E",0.861359159236274,-0.357283710807371,0.903,0.771,1
"TMPO",0.863496066795067,-0.291422508642274,0.66,0.535,1
"WHSC1L1",0.924527244347982,-0.302630738071973,0.69,0.554,1
"CDV3",0.927464131126675,-0.251982356255012,0.777,0.603,1
